Size,WC
23600,0.0000008000
23700,0.0000010000
23800,0.0000010000
23900,0.0000010000
24000,0.0000008000
24100,0.0000008000
24200,0.0000010000
24300,0.0000010000
24400,0.0000006000
24500,0.0000008000
24600,0.0000014000
24700,0.0000014000
24800,0.0000012000
24900,0.0000012000
25000,0.0000014000
25100,0.0000012000
25200,0.0000014000
25300,0.0000010000
25400,0.0000008000
25500,0.0000010000
25600,0.0000010000
25700,0.0000010000
25800,0.0000010000
25900,0.0000006000
26000,0.0000010000
26100,0.0000010000
26200,0.0000010000
26300,0.0000010000
26400,0.0000010000
26500,0.0000006000
26600,0.0000010000
26700,0.0000010000
26800,0.0000010000
26900,0.0000008000
27000,0.0000016000
27100,0.0000010000
27200,0.0000010000
27300,0.0000006000
27400,0.0000010000
27500,0.0000010000
27600,0.0000010000
27700,0.0000010000
27800,0.0000008000
27900,0.0000010000
28000,0.0000010000
28100,0.0000010000
28200,0.0000014000
28300,0.0000014000
28400,0.0000012000
28500,0.0000012000
28600,0.0000012000
28700,0.0000012000
28800,0.0000012000
28900,0.0000014000
29000,0.0000012000
29100,0.0000014000
29200,0.0000012000
29300,0.0000012000
29400,0.0000014000
29500,0.0000010000
29600,0.0000012000
29700,0.0000014000
29800,0.0000012000
29900,0.0000014000
30000,0.0000010000
30100,0.0000012000
30200,0.0000012000
30300,0.0000012000
30400,0.0000014000
30500,0.0000012000
30600,0.0000012000
30700,0.0000014000
30800,0.0000012000
30900,0.0000012000
31000,0.0000012000
31100,0.0000014000
31200,0.0000012000
31300,0.0000012000
31400,0.0000012000
31500,0.0000010000
31600,0.0000012000
31700,0.0000012000
31800,0.0000014000
31900,0.0000014000
32000,0.0000012000
32100,0.0000012000
32200,0.0000012000
32300,0.0000012000
32400,0.0000012000
32500,0.0000012000
32600,0.0000012000
32700,0.0000012000
32800,0.0000014000
32900,0.0000012000
33000,0.0000012000
33100,0.0000014000
33200,0.0000012000
33300,0.0000012000
33400,0.0000012000
33500,0.0000010000
33600,0.0000012000
33700,0.0000012000
33800,0.0000012000
33900,0.0000014000
34000,0.0000010000
34100,0.0000012000
34200,0.0000014000
34300,0.0000014000
34400,0.0000012000
34500,0.0000012000
34600,0.0000014000
34700,0.0000010000
34800,0.0000010000
34900,0.0000008000
35000,0.0000008000
35100,0.0000010000
35200,0.0000008000
35300,0.0000010000
35400,0.0000008000
35500,0.0000010000
35600,0.0000008000
35700,0.0000006000
35800,0.0000004000
35900,0.0000010000
36000,0.0000010000
36100,0.0000010000
36200,0.0000010000
36300,0.0000002000
36400,0.0000006000
36500,0.0000010000
36600,0.0000006000
36700,0.0000010000
36800,0.0000004000
36900,0.0000010000
37000,0.0000010000
37100,0.0000002000
37200,0.0000008000
37300,0.0000006000
37400,0.0000004000
37500,0.0000004000
37600,0.0000006000
37700,0.0000008000
37800,0.0000006000
37900,0.0000004000
38000,0.0000004000
38100,0.0000004000
38200,0.0000002000
38300,0.0000004000
38400,0.0000004000
38500,0.0000004000
38600,0.0000004000
38700,0.0000006000
38800,0.0000006000
38900,0.0000004000
39000,0.0000006000
39100,0.0000002000
39200,0.0000004000
39300,0.0000004000
39400,0.0000004000
39500,0.0000004000
39600,0.0000004000
39700,0.0000006000
39800,0.0000004000
39900,0.0000004000
40000,0.0000004000
40100,0.0000006000
40200,0.0000004000
40300,0.0000002000
40400,0.0000006000
40500,0.0000004000
40600,0.0000004000
40700,0.0000004000
40800,0.0000004000
40900,0.0000004000
41000,0.0000002000
41100,0.0000006000
41200,0.0000004000
41300,0.0000004000
41400,0.0000004000
41500,0.0000004000
41600,0.0000006000
41700,0.0000002000
41800,0.0000006000
41900,0.0000006000
42000,0.0000006000
42100,0.0000002000
42200,0.0000006000
42300,0.0000006000
42400,0.0000004000
42500,0.0000004000
42600,0.0000004000
42700,0.0000004000
42800,0.0000004000
42900,0.0000004000
43000,0.0000006000
43100,0.0000006000
43200,0.0000004000
43300,0.0000004000
43400,0.0000004000
43500,0.0000004000
43600,0.0000006000
43700,0.0000006000
43800,0.0000004000
43900,0.0000004000
44000,0.0000006000
44100,0.0000006000
44200,0.0000002000
44300,0.0000004000
44400,0.0000004000
44500,0.0000002000
44600,0.0000006000
44700,0.0000006000
44800,0.0000004000
44900,0.0000004000
45000,0.0000002000
45100,0.0000004000
45200,0.0000006000
45300,0.0000002000
45400,0.0000004000
45500,0.0000004000
45600,0.0000004000
45700,0.0000004000
45800,0.0000002000
45900,0.0000006000
46000,0.0000006000
46100,0.0000006000
46200,0.0000004000
46300,0.0000004000
46400,0.0000004000
46500,0.0000004000
46600,0.0000002000
46700,0.0000004000
46800,0.0000002000
46900,0.0000006000
47000,0.0000004000
47100,0.0000004000
47200,0.0000006000
47300,0.0000004000
47400,0.0000004000
47500,0.0000004000
47600,0.0000004000
47700,0.0000006000
47800,0.0000004000
47900,0.0000002000
48000,0.0000004000
48100,0.0000004000
48200,0.0000004000
48300,0.0000004000
48400,0.0000006000
48500,0.0000004000
48600,0.0000006000
48700,0.0000006000
48800,0.0000006000
48900,0.0000002000
49000,0.0000004000
49100,0.0000004000
49200,0.0000002000
49300,0.0000004000
49400,0.0000002000
49500,0.0000004000
49600,0.0000004000
49700,0.0000006000
49800,0.0000006000
49900,0.0000006000
50000,0.0000002000
50100,0.0000002000
50200,0.0000002000
50300,0.0000006000
50400,0.0000004000
50500,0.0000004000
50600,0.0000004000
50700,0.0000004000
50800,0.0000004000
50900,0.0000004000
51000,0.0000006000
51100,0.0000006000
51200,0.0000004000
51300,0.0000004000
51400,0.0000006000
51500,0.0000006000
51600,0.0000006000
51700,0.0000002000
51800,0.0000004000
51900,0.0000004000
52000,0.0000004000
52100,0.0000006000
52200,0.0000002000
52300,0.0000006000
52400,0.0000002000
52500,0.0000006000
52600,0.0000004000
52700,0.0000002000
52800,0.0000006000
52900,0.0000006000
53000,0.0000004000
53100,0.0000006000
53200,0.0000006000
53300,0.0000004000
53400,0.0000002000
53500,0.0000004000
53600,0.0000006000
53700,0.0000006000
53800,0.0000006000
53900,0.0000006000
54000,0.0000006000
54100,0.0000006000
54200,0.0000004000
54300,0.0000004000
54400,0.0000006000
54500,0.0000004000
54600,0.0000006000
54700,0.0000004000
54800,0.0000004000
54900,0.0000004000
55000,0.0000004000
55100,0.0000006000
55200,0.0000004000
55300,0.0000006000
55400,0.0000004000
55500,0.0000004000
55600,0.0000004000
55700,0.0000002000
55800,0.0000004000
55900,0.0000004000
56000,0.0000002000
56100,0.0000006000
56200,0.0000002000
56300,0.0000004000
56400,0.0000006000
56500,0.0000004000
56600,0.0000004000
56700,0.0000004000
56800,0.0000004000
56900,0.0000004000
57000,0.0000004000
57100,0.0000004000
57200,0.0000004000
57300,0.0000002000
57400,0.0000002000
57500,0.0000004000
57600,0.0000004000
57700,0.0000008000
57800,0.0000006000
57900,0.0000004000
58000,0.0000004000
58100,0.0000002000
58200,0.0000006000
58300,0.0000004000
58400,0.0000004000
58500,0.0000006000
58600,0.0000004000
58700,0.0000004000
58800,0.0000006000
58900,0.0000004000
59000,0.0000002000
59100,0.0000004000
59200,0.0000006000
59300,0.0000004000
59400,0.0000004000
59500,0.0000006000
59600,0.0000004000
59700,0.0000004000
59800,0.0000006000
59900,0.0000004000
60000,0.0000004000
60100,0.0000004000
60200,0.0000004000
60300,0.0000002000
60400,0.0000006000
60500,0.0000004000
60600,0.0000010000
60700,0.0000010000
60800,0.0000008000
60900,0.0000010000
61000,0.0000004000
61100,0.0000002000
61200,0.0000004000
61300,0.0000002000
61400,0.0000004000
61500,0.0000006000
61600,0.0000004000
61700,0.0000004000
61800,0.0000002000
61900,0.0000004000
62000,0.0000006000
62100,0.0000002000
62200,0.0000002000
62300,0.0000006000
62400,0.0000002000
62500,0.0000004000
62600,0.0000004000
62700,0.0000004000
62800,0.0000008000
62900,0.0000004000
63000,0.0000006000
63100,0.0000004000
63200,0.0000004000
63300,0.0000006000
63400,0.0000002000
63500,0.0000006000
63600,0.0000002000
63700,0.0000004000
63800,0.0000004000
63900,0.0000002000
64000,0.0000002000
64100,0.0000006000
64200,0.0000004000
64300,0.0000004000
64400,0.0000002000
64500,0.0000004000
64600,0.0000002000
64700,0.0000006000
64800,0.0000004000
64900,0.0000004000
65000,0.0000004000
65100,0.0000002000
65200,0.0000004000
65300,0.0000006000
65400,0.0000004000
65500,0.0000008000
65600,0.0000004000
65700,0.0000006000
65800,0.0000006000
65900,0.0000002000
66000,0.0000002000
66100,0.0000002000
66200,0.0000006000
66300,0.0000006000
66400,0.0000004000
66500,0.0000006000
66600,0.0000006000
66700,0.0000006000
66800,0.0000004000
66900,0.0000004000
67000,0.0000002000
67100,0.0000006000
67200,0.0000004000
67300,0.0000004000
67400,0.0000002000
67500,0.0000002000
67600,0.0000004000
67700,0.0000004000
67800,0.0000004000
67900,0.0000006000
68000,0.0000004000
68100,0.0000002000
68200,0.0000004000
68300,0.0000004000
68400,0.0000002000
68500,0.0000004000
68600,0.0000006000
68700,0.0000006000
68800,0.0000004000
68900,0.0000004000
69000,0.0000004000
69100,0.0000004000
69200,0.0000004000
69300,0.0000002000
69400,0.0000004000
69500,0.0000002000
69600,0.0000006000
69700,0.0000006000
69800,0.0000002000
69900,0.0000006000
70000,0.0000006000
70100,0.0000004000
70200,0.0000004000
70300,0.0000002000
70400,0.0000004000
70500,0.0000006000
70600,0.0000004000
70700,0.0000004000
70800,0.0000004000
70900,0.0000004000
71000,0.0000006000
71100,0.0000004000
71200,0.0000004000
71300,0.0000004000
71400,0.0000002000
71500,0.0000004000
71600,0.0000004000
71700,0.0000004000
71800,0.0000004000
71900,0.0000004000
72000,0.0000004000
72100,0.0000002000
72200,0.0000006000
72300,0.0000006000
72400,0.0000006000
72500,0.0000002000
72600,0.0000006000
72700,0.0000006000
72800,0.0000002000
72900,0.0000006000
73000,0.0000006000
73100,0.0000006000
73200,0.0000004000
73300,0.0000002000
73400,0.0000004000
73500,0.0000002000
73600,0.0000006000
73700,0.0000006000
73800,0.0000004000
73900,0.0000006000
74000,0.0000004000
74100,0.0000004000
74200,0.0000006000
74300,0.0000004000
74400,0.0000004000
74500,0.0000004000
74600,0.0000004000
74700,0.0000006000
74800,0.0000006000
74900,0.0000004000
75000,0.0000006000
75100,0.0000006000
75200,0.0000004000
75300,0.0000006000
75400,0.0000006000
75500,0.0000004000
75600,0.0000004000
75700,0.0000004000
75800,0.0000006000
75900,0.0000004000
76000,0.0000006000
76100,0.0000006000
76200,0.0000004000
76300,0.0000004000
76400,0.0000004000
76500,0.0000006000
76600,0.0000006000
76700,0.0000004000
76800,0.0000002000
76900,0.0000006000
77000,0.0000002000
77100,0.0000006000
77200,0.0000004000
77300,0.0000002000
77400,0.0000002000
77500,0.0000002000
77600,0.0000006000
77700,0.0000004000
77800,0.0000002000
77900,0.0000004000
78000,0.0000004000
78100,0.0000006000
78200,0.0000006000
78300,0.0000006000
78400,0.0000004000
78500,0.0000002000
78600,0.0000006000
78700,0.0000004000
78800,0.0000004000
78900,0.0000004000
79000,0.0000006000
79100,0.0000006000
79200,0.0000006000
79300,0.0000004000
79400,0.0000006000
79500,0.0000002000
79600,0.0000002000
79700,0.0000004000
79800,0.0000006000
79900,0.0000004000
80000,0.0000004000
80100,0.0000006000
80200,0.0000002000
80300,0.0000004000
80400,0.0000006000
80500,0.0000004000
80600,0.0000006000
80700,0.0000004000
80800,0.0000004000
80900,0.0000004000
81000,0.0000006000
81100,0.0000002000
81200,0.0000004000
81300,0.0000006000
81400,0.0000002000
81500,0.0000006000
81600,0.0000006000
81700,0.0000006000
81800,0.0000002000
81900,0.0000004000
82000,0.0000004000
82100,0.0000006000
82200,0.0000006000
82300,0.0000004000
82400,0.0000004000
82500,0.0000002000
82600,0.0000004000
82700,0.0000006000
82800,0.0000004000
82900,0.0000004000
83000,0.0000004000
83100,0.0000006000
83200,0.0000004000
83300,0.0000006000
83400,0.0000006000
83500,0.0000006000
83600,0.0000004000
83700,0.0000004000
83800,0.0000002000
83900,0.0000006000
84000,0.0000004000
84100,0.0000004000
84200,0.0000004000
84300,0.0000006000
84400,0.0000004000
84500,0.0000004000
84600,0.0000004000
84700,0.0000004000
84800,0.0000004000
84900,0.0000004000
85000,0.0000004000
85100,0.0000004000
85200,0.0000004000
85300,0.0000004000
85400,0.0000004000
85500,0.0000006000
85600,0.0000006000
85700,0.0000004000
85800,0.0000002000
85900,0.0000002000
86000,0.0000002000
86100,0.0000004000
86200,0.0000004000
86300,0.0000006000
86400,0.0000006000
86500,0.0000006000
86600,0.0000004000
86700,0.0000006000
86800,0.0000006000
86900,0.0000002000
87000,0.0000006000
87100,0.0000006000
87200,0.0000006000
87300,0.0000004000
87400,0.0000006000
87500,0.0000004000
87600,0.0000004000
87700,0.0000004000
87800,0.0000006000
87900,0.0000006000
88000,0.0000006000
88100,0.0000004000
88200,0.0000006000
88300,0.0000006000
88400,0.0000006000
88500,0.0000004000
88600,0.0000006000
88700,0.0000002000
88800,0.0000004000
88900,0.0000006000
89000,0.0000004000
89100,0.0000004000
89200,0.0000004000
89300,0.0000004000
89400,0.0000002000
89500,0.0000002000
89600,0.0000006000
89700,0.0000004000
89800,0.0000002000
89900,0.0000002000
90000,0.0000006000
90100,0.0000006000
90200,0.0000006000
90300,0.0000006000
90400,0.0000002000
90500,0.0000006000
90600,0.0000006000
90700,0.0000004000
90800,0.0000004000
90900,0.0000004000
91000,0.0000004000
91100,0.0000004000
91200,0.0000004000
91300,0.0000006000
91400,0.0000006000
91500,0.0000002000
91600,0.0000006000
91700,0.0000004000
91800,0.0000006000
91900,0.0000006000
92000,0.0000004000
92100,0.0000006000
92200,0.0000006000
92300,0.0000004000
92400,0.0000006000
92500,0.0000004000
92600,0.0000004000
92700,0.0000004000
92800,0.0000006000
92900,0.0000004000
93000,0.0000006000
93100,0.0000006000
93200,0.0000006000
93300,0.0000006000
93400,0.0000006000
93500,0.0000004000
93600,0.0000004000
93700,0.0000006000
93800,0.0000004000
93900,0.0000006000
94000,0.0000004000
94100,0.0000006000
94200,0.0000004000
94300,0.0000004000
94400,0.0000004000
94500,0.0000002000
94600,0.0000006000
94700,0.0000004000
94800,0.0000004000
94900,0.0000002000
95000,0.0000006000
95100,0.0000002000
95200,0.0000006000
95300,0.0000004000
95400,0.0000004000
95500,0.0000006000
95600,0.0000004000
95700,0.0000006000
95800,0.0000004000
95900,0.0000004000
96000,0.0000004000
96100,0.0000002000
96200,0.0000006000
96300,0.0000004000
96400,0.0000004000
96500,0.0000004000
96600,0.0000006000
96700,0.0000006000
96800,0.0000004000
96900,0.0000002000
97000,0.0000004000
97100,0.0000006000
97200,0.0000006000
97300,0.0000002000
97400,0.0000004000
97500,0.0000004000
97600,0.0000004000
97700,0.0000004000
97800,0.0000004000
97900,0.0000004000
98000,0.0000004000
98100,0.0000004000
98200,0.0000004000
98300,0.0000004000
98400,0.0000006000
98500,0.0000004000
98600,0.0000004000
98700,0.0000004000
98800,0.0000004000
98900,0.0000004000
99000,0.0000002000
99100,0.0000004000
99200,0.0000006000
99300,0.0000006000
99400,0.0000006000
99500,0.0000004000
99600,0.0000004000
99700,0.0000004000
99800,0.0000004000
99900,0.0000006000
100000,0.0000002000
100100,0.0000002000
100200,0.0000006000
100300,0.0000004000
100400,0.0000004000
100500,0.0000006000
100600,0.0000004000
100700,0.0000002000
100800,0.0000004000
100900,0.0000004000
101000,0.0000006000
101100,0.0000004000
101200,0.0000004000
101300,0.0000006000
101400,0.0000004000
101500,0.0000010000
101600,0.0000006000
101700,0.0000004000
101800,0.0000002000
101900,0.0000006000
102000,0.0000004000
102100,0.0000006000
102200,0.0000004000
102300,0.0000006000
102400,0.0000006000
102500,0.0000006000
102600,0.0000002000
102700,0.0000002000
102800,0.0000002000
102900,0.0000004000
103000,0.0000006000
103100,0.0000006000
103200,0.0000006000
103300,0.0000004000
103400,0.0000006000
103500,0.0000004000
103600,0.0000004000
103700,0.0000006000
103800,0.0000002000
103900,0.0000002000
104000,0.0000004000
104100,0.0000004000
104200,0.0000006000
104300,0.0000006000
104400,0.0000002000
104500,0.0000006000
104600,0.0000004000
104700,0.0000002000
104800,0.0000004000
104900,0.0000004000
105000,0.0000002000
105100,0.0000004000
105200,0.0000004000
105300,0.0000002000
105400,0.0000004000
105500,0.0000006000
105600,0.0000004000
105700,0.0000004000
105800,0.0000006000
105900,0.0000006000
106000,0.0000006000
106100,0.0000004000
106200,0.0000006000
106300,0.0000006000
106400,0.0000004000
106500,0.0000006000
106600,0.0000006000
106700,0.0000006000
106800,0.0000004000
106900,0.0000006000
107000,0.0000004000
107100,0.0000004000
107200,0.0000004000
107300,0.0000004000
107400,0.0000004000
107500,0.0000004000
107600,0.0000006000
107700,0.0000006000
107800,0.0000006000
107900,0.0000004000
108000,0.0000006000
108100,0.0000006000
108200,0.0000006000
108300,0.0000004000
108400,0.0000006000
108500,0.0000006000
108600,0.0000004000
108700,0.0000002000
108800,0.0000002000
108900,0.0000006000
109000,0.0000006000
109100,0.0000004000
109200,0.0000006000
109300,0.0000004000
109400,0.0000006000
109500,0.0000002000
109600,0.0000006000
109700,0.0000006000
109800,0.0000004000
109900,0.0000004000
110000,0.0000004000
110100,0.0000002000
110200,0.0000004000
110300,0.0000002000
110400,0.0000006000
110500,0.0000002000
110600,0.0000006000
110700,0.0000002000
110800,0.0000004000
110900,0.0000006000
111000,0.0000004000
111100,0.0000004000
111200,0.0000004000
111300,0.0000004000
111400,0.0000006000
111500,0.0000004000
111600,0.0000004000
111700,0.0000006000
111800,0.0000002000
111900,0.0000004000
112000,0.0000006000
112100,0.0000006000
112200,0.0000002000
112300,0.0000006000
112400,0.0000006000
112500,0.0000004000
112600,0.0000004000
112700,0.0000006000
112800,0.0000004000
112900,0.0000006000
113000,0.0000006000
113100,0.0000004000
113200,0.0000004000
113300,0.0000006000
113400,0.0000002000
113500,0.0000004000
113600,0.0000004000
113700,0.0000004000
113800,0.0000010000
113900,0.0000006000
114000,0.0000004000
114100,0.0000004000
114200,0.0000004000
114300,0.0000006000
114400,0.0000002000
114500,0.0000004000
114600,0.0000006000
114700,0.0000006000
114800,0.0000004000
114900,0.0000004000
115000,0.0000006000
115100,0.0000006000
115200,0.0000002000
115300,0.0000006000
115400,0.0000006000
115500,0.0000006000
115600,0.0000006000
115700,0.0000004000
115800,0.0000002000
115900,0.0000004000
116000,0.0000006000
116100,0.0000004000
116200,0.0000002000
116300,0.0000002000
116400,0.0000006000
116500,0.0000004000
116600,0.0000004000
116700,0.0000002000
116800,0.0000006000
116900,0.0000004000
117000,0.0000004000
117100,0.0000006000
117200,0.0000004000
117300,0.0000006000
117400,0.0000004000
117500,0.0000006000
117600,0.0000004000
117700,0.0000004000
117800,0.0000006000
117900,0.0000006000
118000,0.0000002000
118100,0.0000002000
118200,0.0000006000
118300,0.0000002000
118400,0.0000006000
118500,0.0000006000
118600,0.0000004000
118700,0.0000004000
118800,0.0000006000
118900,0.0000004000
119000,0.0000004000
119100,0.0000006000
119200,0.0000006000
119300,0.0000006000
119400,0.0000004000
119500,0.0000006000
119600,0.0000004000
119700,0.0000004000
119800,0.0000002000
119900,0.0000006000
120000,0.0000006000
120100,0.0000006000
120200,0.0000004000
120300,0.0000006000
120400,0.0000006000
120500,0.0000006000
120600,0.0000004000
120700,0.0000006000
120800,0.0000006000
120900,0.0000006000
121000,0.0000002000
121100,0.0000006000
121200,0.0000004000
121300,0.0000004000
121400,0.0000004000
121500,0.0000006000
121600,0.0000004000
121700,0.0000004000
121800,0.0000002000
121900,0.0000006000
122000,0.0000004000
122100,0.0000004000
122200,0.0000006000
122300,0.0000004000
122400,0.0000002000
122500,0.0000004000
122600,0.0000002000
122700,0.0000002000
122800,0.0000006000
122900,0.0000006000
123000,0.0000004000
123100,0.0000004000
123200,0.0000006000
123300,0.0000004000
123400,0.0000006000
123500,0.0000006000
123600,0.0000002000
123700,0.0000006000
123800,0.0000004000
123900,0.0000006000
124000,0.0000002000
124100,0.0000002000
124200,0.0000004000
124300,0.0000006000
124400,0.0000006000
124500,0.0000004000
124600,0.0000006000
124700,0.0000004000
124800,0.0000004000
124900,0.0000006000
125000,0.0000006000
125100,0.0000004000
125200,0.0000004000
125300,0.0000006000
125400,0.0000004000
125500,0.0000006000
125600,0.0000004000
125700,0.0000004000
125800,0.0000006000
125900,0.0000004000
126000,0.0000004000
126100,0.0000006000
126200,0.0000006000
126300,0.0000002000
126400,0.0000006000
126500,0.0000006000
126600,0.0000004000
126700,0.0000004000
126800,0.0000006000
126900,0.0000002000
127000,0.0000002000
127100,0.0000006000
127200,0.0000006000
127300,0.0000004000
127400,0.0000004000
127500,0.0000006000
127600,0.0000004000
127700,0.0000006000
127800,0.0000006000
127900,0.0000004000
128000,0.0000004000
128100,0.0000004000
128200,0.0000006000
128300,0.0000004000
128400,0.0000002000
128500,0.0000002000
128600,0.0000006000
128700,0.0000002000
128800,0.0000002000
128900,0.0000006000
129000,0.0000004000
129100,0.0000002000
129200,0.0000004000
129300,0.0000002000
129400,0.0000004000
129500,0.0000006000
129600,0.0000006000
129700,0.0000002000
129800,0.0000004000
129900,0.0000002000
130000,0.0000002000
130100,0.0000006000
130200,0.0000004000
130300,0.0000006000
130400,0.0000006000
130500,0.0000004000
130600,0.0000002000
130700,0.0000004000
130800,0.0000004000
130900,0.0000004000
131000,0.0000002000
131100,0.0000006000
131200,0.0000006000
131300,0.0000004000
131400,0.0000004000
131500,0.0000002000
131600,0.0000004000
131700,0.0000006000
131800,0.0000002000
131900,0.0000004000
132000,0.0000002000
132100,0.0000006000
132200,0.0000004000
132300,0.0000002000
132400,0.0000006000
132500,0.0000004000
132600,0.0000004000
132700,0.0000002000
132800,0.0000006000
132900,0.0000002000
133000,0.0000006000
133100,0.0000006000
133200,0.0000004000
133300,0.0000004000
133400,0.0000006000
133500,0.0000004000
133600,0.0000006000
133700,0.0000004000
133800,0.0000006000
133900,0.0000002000
134000,0.0000002000
134100,0.0000002000
134200,0.0000004000
134300,0.0000004000
134400,0.0000006000
134500,0.0000004000
134600,0.0000004000
134700,0.0000004000
134800,0.0000004000
134900,0.0000004000
135000,0.0000002000
135100,0.0000006000
135200,0.0000004000
135300,0.0000004000
135400,0.0000002000
135500,0.0000006000
135600,0.0000006000
135700,0.0000004000
135800,0.0000002000
135900,0.0000006000
136000,0.0000004000
136100,0.0000004000
136200,0.0000006000
136300,0.0000004000
136400,0.0000006000
136500,0.0000006000
136600,0.0000002000
136700,0.0000004000
136800,0.0000004000
136900,0.0000004000
137000,0.0000006000
137100,0.0000002000
137200,0.0000004000
137300,0.0000006000
137400,0.0000002000
137500,0.0000002000
137600,0.0000002000
137700,0.0000002000
137800,0.0000004000
137900,0.0000004000
138000,0.0000006000
138100,0.0000004000
138200,0.0000004000
138300,0.0000002000
138400,0.0000004000
138500,0.0000004000
138600,0.0000006000
138700,0.0000004000
138800,0.0000004000
138900,0.0000006000
139000,0.0000004000
139100,0.0000002000
139200,0.0000004000
139300,0.0000006000
139400,0.0000004000
139500,0.0000004000
139600,0.0000006000
139700,0.0000002000
139800,0.0000004000
139900,0.0000004000
140000,0.0000004000
140100,0.0000002000
140200,0.0000004000
140300,0.0000004000
140400,0.0000006000
140500,0.0000002000
140600,0.0000004000
140700,0.0000004000
